start	end	text
0	4080	Greetings, my great greasy grandchildren.
4080	7520	It's your grease keeper god, Wolf the Dog,
7520	9960	and I'm here to recycle the grease.
9960	14240	I will turn old, dead grease into new, alive grease
14240	17840	once again by using the purifying properties
17840	19680	of my fur hairs.
19680	21720	I am the Greasier.
21720	24400	I am born unto the grease,
24400	28440	and I will return the world to grease once more.
28480	32480	Also, I'm a radio host for 694.2 PTBP.
34320	36480	Grease bless this mess.
36480	40080	This week's Howlin' with Wolf was a bit strange.
40080	42880	When I finally stopped greasin' up the joint
42880	44320	and got behind the mic,
44320	48080	I noticed an unfamiliar package on my desk,
48080	50040	shaped like a cassette tape,
50040	52960	and inside was a cassette tape,
52960	56120	and that was titled in rainbow-colored marker,
56120	60800	each letter a rotating, vibrant hue of Roy G. Biv,
60800	62120	and it read,
62120	65480	Something has been happenin' to you at night lately,
65480	68840	by a lie remains a lie,
68840	72520	and or at countless bats on Twitter.
72520	75840	There is an eight-foot, hunchbacked, wolf-muscled man
75840	78560	who opens your window quite gently at night,
78560	81000	and he climbs in and crouches beside you
81000	82480	in bed there to watch you.
82480	85320	He touches your face with his thick-knuckled hands,
85360	86640	and he opens your mouth,
86640	88760	and he works out your teeth one by one
88760	91200	to inspect them, replace them with new ones
91200	94120	he's lovingly crafted with thick-knuckled hands.
94120	97520	Terribly, slowly, his face is a factless intent,
97520	100960	and you ask me why you don't remember this happening,
100960	102720	and I tell you, you do.
104040	104880	Oh, you do.
107560	109760	Heh heh, uh heh heh, uh heh heh.
109760	112640	Well, uh, thanks from whoever sent that.
112640	116120	I definitely will be sleepin' just as soundly
116120	118200	as I had previous to listenin'
118200	120640	to that nice little piece of audio.
120640	123600	It definitely didn't scare the piss out of me
123600	125040	from sheer terror.
125040	128520	It's a good thing I have my dog, Wolf, the dog,
128520	132040	to keep me company and keeping the terror at bay
132040	134160	for yet another night.
134160	136760	If you wanna send in a strange package
136760	140000	for Wolf to play on these slick airwaves,
140040	142880	tag at PretendinPod on the internet,
142880	146960	or write up a five-star review on the Apple Podcasts.
146960	149800	I'm going to start readin' five-star reviews
149800	151560	live on air here and there,
151560	155400	so make them snappy, sloppy, and sweet, y'all.
155400	157320	Now listen to me.
