start	end	text
0	5720	Well bake me a cookie and call me a monster, because I'm here to gobble y'all up.
5720	7480	Nom nom nom nom nom nom nom nom nom nom nom nom nom nom nom nom nom nom nom nom nom
7480	14720	It's your dessert demon daddy, Wolf the Dog, and I'm here to consume your delicious sugary morsels.
14720	23800	I am coming at you live from 694.2 PTBP, the only radio station that runs off of pure glucose.
23800	30120	Fill me up a tub with maple syrup, because it's time to relax and check in with our newest segment,
30120	31640	Howlin' with Wolf.
31640	36360	This Howlin' with Wolf comes from Zachary Fredrickson in Phoenix, Arizona,
36360	39800	who tweeted about the show and tagged that pretending pod.
39800	46640	The quickest way to tell your friends you're a nerd who loves putting apples where you can't tan without some effort.
46640	51000	Thanks to Zachary for doing that, and what a great name too.
51000	52720	Anywho, he writes,
52720	60360	I wanna thank my pal, Eld, from the Lancer and PTBP discords for getting me into the show.
60360	64880	And the boys from Contention for getting me into Delta Green as a whole.
64880	72640	I've been a handler for a few times now, and using the lessons I've learned by listening means it's always a great time.
72640	76160	Eld, we gotta play together again sometime.
76160	80320	If anybody was interested in a different type of actual play,
80320	90240	check out at FTLcast on Twitter for a ton of great GM-less role-playing games and LGBTQ plus voices.
90240	91720	Keep it up, boys!
91720	93760	Thanks for writin' in, Zachary.
93760	100320	I've only met one other Zachary in my entire life, and I've gotta say, wasn't a big fan.
100320	103680	But you, Zachary, I'm a big fan of yours.
103680	105960	Thanks for writin' in, buddy.
106000	109920	But to that other Zach, you know who you are.
109920	113120	And you know I'm comin' for you, baby.
113120	117000	If you wanna write up something for your sugary sweet wolf to howl,
117000	121160	go ahead and write up a five-star review on Apple Podcasts,
121160	125320	and email a screenshot to pretendingpod at gmail.com,
125320	131440	or tag at PretendingPod on Instagram or Twitter, and seriously, it's time.
131480	136080	I know you've been considerin' it for a while, and never took the initiative,
136080	142600	but it's time to demand that your friends, coworkers, and baristas start listenin' to this show.
142600	146680	Think of how easy it would be to have conversations with them
146680	150480	if they could debate who the worst cop in contention is,
150480	155800	or what's goin' on with Maggie Cook, or what the fuck I am,
155800	161040	all while you listen to Justin's original soundtrack on our YouTube page.
161040	168920	And then, you can both get your Splashylvania FastPasses over at patreon.com slash pretendingpod
168920	172920	for an absolute cavalcade of bonus content.
172920	176920	Go ahead and click Details on this here episode,
176920	180560	because the links are indeed in the show notes.
180560	186200	The Segway is a two-wheeled, self-balancing personal transporter
186200	189160	brought to market in 2001.
189160	191640	And this is the news.
191640	198200	Last time, the group relived a short chunk of time thanks to the chantin' of Don D. Pettymore.
198200	204840	The second attempt was much better for Keith Beans and much, much worse for Jack Russell,
204840	207760	who was skewered by the rabbit ball.
207760	214840	After John Lee Kevinmore the 3rd realized his goo magic is perhaps endlessly powerful,
214880	220960	He created a portal to the other stilted bunker, where Keith had just walked through the hatch door.
220960	228280	Clark and John narrowly escaped the wild ball, leaving Leo Piston to yet another hellish experience.
228280	235480	Don D followed the boys into this new plane of existence, and John closed the gate behind them.
235480	242840	Standing on glowing ground, they saw a towering building made of darkness in the distance.
242840	248280	More attention, though, was paid to the monumental pipe floating above them.
248280	254120	The inside walls of this tube exude the same bright light they all stand on,
254120	260040	and lumbering across the luminous land of this cylinder is an indescribable beast.
260040	264920	Taking us now to the scene of a literally breathtaking roar
264920	270040	is Dragon N3 with What Kind of World Are You Livin' In?
272840	283800	Bad girls on top of the water, Mary and Caroline I'm on the borderline
