start	end	text
0	8400	hello friends one and all it is your host with the most wolf the dog coming at you live from 694.2
8400	14640	PTBP my babies i just want y'all to know though it has felt like we've been at this thing for weeks
14640	21840	now it is only december 3rd here in contention that's right y'all all this shit went down in two
21840	29520	damn days that is 48 hours not even enough time to get a good stool going and now we got a little
29600	35440	news for y'all once again now you know those boys went to julie maxwell's and saw a whole mess of
35440	41360	taxidermy i even heard they got a couple souvenirs from the joint now when they went looking around
41360	47920	they found a circled yellow pages ad for dr marie jacobs them boys also found a receipt from
47920	53280	forgotten treasures everyone's favorite flea market in contention and they found out the
53280	59680	camera julie maxwell purchased was from mildred mitchell's booth well then those boys decided to
59680	65920	go to mildred's house that old kooky pothead you know i love me some mildred and then wouldn't you
65920	71760	know it her damn granddaughter done disappeared into thin air now just a reminder for y'all we
71760	78400	got a new segment called howlin with wolf we need to have y'all screenshot those five-star reviews
78400	85520	by the way and submit them to pretending pod at gmail.com you can also make a post and tag us on
85520	92400	instagram facebook or twitter you can find us on instagram and twitter username at pretending pod
92400	99120	or look up pretending to be people on facebook you better watch your back mark zuckerberg now each
99120	105280	time you do one of these little favors for us we're gonna put your name in a bowl and each week me
105280	110240	or one of my pups will draw a name and that person will be able to write an announcement
110240	118240	to be read by your local canine dj wolf the dog damn y'all i just can't stop thinking about how
118240	125600	that girl disappeared out of thin air but you know who's not disappearing anytime soon it's kudzu with
125600	137920	no backbone
156240	163920	so
165600	170720	i think tilde might be wrapped up in some some weird stuff that's been going around in town
170720	177920	can you give her a call uh mildred uh pulls out her phone and calls and you hear a
177920	180240	um
184000	187920	coming from upstairs uh john you would you would hear it like in the same room as you
187920	196240	there's some kind of huge bee in this room uh i what kind of phone does she have iphone
197360	203760	full stop all right is it locked yeah does she have any pictures of herself in the room
203760	208880	yeah all right i try to unlock it with a picture of her uh yeah you can unlock it hell yeah
208880	214560	um hey i hey i just answer and i'm like whoa she looks at keith and she's like
215200	220560	oh she answered she's right upstairs no mildred it's me it's john lee peter pennymore
221680	223840	i can't keep revealing my terrible secret
223840	236640	so she's gone i'm sorry to say mildred it seems like she is when will she be back we don't
237280	244480	rightly know i think around now is when clark starts to regain some of his faculties and he
245040	250640	goes over to mildred and said uh mildred uh yeah i don't i don't know where she went but you know
250720	254320	we're gonna find her we always find people we're looking for do you find john peters
255360	258640	that was yesterday we're working on it we actually are coming pretty close we think
259680	268480	uh she like reaches over to her ashtray relights that spliff and starts walking upstairs uh so in
268480	273600	until this room i want to do a couple things a has the camera reacted to being in here at all no
273600	278800	okay uh now that i've unlocked her phone i want to check her texts her facebook like messenger
278800	283440	anything i want to look at her communication see who she's talking to you know is she in a
283440	288480	facebook messenger group called like freaky death cult uh yeah she's in a freaky death cult no
288480	291280	basically what you would garner is that
294960	298400	i'm sorry there's so much tube technology
298400	302000	in this world
307600	312880	she was a pretty standoffish kid from what you can tell she clearly grew up maybe not clearly but she
312880	318880	grew up in this house with her grandma her parents are gone she's had a weird home life uh her
318880	326160	grandma raised her but was always stoned you would gather from her phone that she probably has uh
326160	333920	dabbled in in smoking some pot herself and uh you know normal kid stuff she's into tv shows and
333920	340640	you know movies and music and other things that people find uh enjoyable as hobbies looking
340640	345840	through her phone she seems like your typical teenager i don't know how she came across like
345840	351760	watching tv shows and movies and your typical enjoyable things yeah the kind of things that
351760	355040	people like wow how old a girl is she uh
359200	363040	mildred is sitting on her bed i feel like we were asking you and not mildred yeah
363840	370640	oh i definitely we saw her uh early high school freshman or sophomore probably cool probably
