start	end	text
0	7320	Howdy my cowpups, it's your radio sheriff, Wolf the dog, and I'm wrangling up all of
7320	12880	contention's juicy news from 694.2 PTBP.
12880	16640	First up, a word with some friends on howlin' with Wolf.
16640	21640	Your wolf brother Lord Morty wants to give a shoutout to all his dogs over at the discord
21640	24840	server for the good friends of Jackson Elias.
24840	30020	If you pups aren't part of the pack already, it's a place where you can yip, yap, wolf,
30020	36320	or whimper about Call of Cthulhu, horror films, or horror gaming in general.
36320	42140	Just dig out your doggy device, download the discord app, and search for the good friends
42140	44320	of Jackson Elias.
44320	50100	Keep those claws sharp and those canines sharper, see you wolf pups around.
50260	54860	Now while this is a note from the producer, the good friends of Jackson Elias have been
54860	59720	an integral part of this keeper's horror and roleplay education, if you're willing
59720	62740	to lose some sanity along the way.
62740	67860	And Scott Dorward, one of the good friends, was even kind enough to reply to this producer's
67860	75220	reddit post regarding running his outstanding scenario, Hell in Texas, found in Stygian
75220	80300	Fox's reality-breaking book, The Things We Leave Behind.
80300	84860	If y'all want your best friend Wolf to read something you got to say, leave us a sweet
84860	91060	five star review or tag us in a social media thing, y'all know the drill.
91060	94380	And now we got a little news on the wire.
94380	99140	Last I heard, Officer Vigna and the two other idiots busted into the deceased child's
99140	105100	room at Hotel Motel, guns drawn, and sans warrant.
105100	110660	There they found a woman dressed similarly to her favorite TV character, the Fonz.
110660	115620	But let me tell y'all, these were not happy days as she whipped a knife out at Officer
115620	120140	Vigna after these so-called peacekeepers pulled the guns out.
120140	123060	Guns are scary, y'all.
123060	127900	The party had Greece and Professor Trelawney pinned down until the brilliant Keith Vigna
127900	133900	engaged her in hand-to-hand combat, resulting in a hostage situation for the copper.
133900	139220	Vigna, an officer of the law, proceeded to brag about killing a coworker.
139220	144420	But I heard the sweet-talkin' officer bishop managed to keep her from killin' him there
144420	145980	on the spot.
145980	150180	And now when that old wired lady made a run for it over the railin' and ran into the
150180	156260	parking lot, all three of those officers unloaded their weapons from the second floor corridor,
156260	159820	bringin' her down before she could get into her vehicle.
159820	165860	The officers patched her up and sent her to the city hospital with Lauren, the only
165860	169100	decent officer left in contention.
169100	174660	The scene was so dramatic for everyone stayin' at Hotel Motel, owners say they will likely
174660	179380	have to shut down soon due to the negative reviews on Yelp.
179380	184660	The officers are plannin' a sting operation to catch Billy Harrison, the stranger runnin'
184660	187780	about contention in an official police uniform.
188780	189780	What?
189780	190780	Wait a minute.
190780	196460	Well, if we only get to listen to one song before some bald dude dressed as a cock comes
196460	203260	and we all get got, let it be kudzu with no backbone.
218780	219780	Hey Drew!
225780	232300	Okay, so after about 15 minutes, a black SUV rolls up and parks a block away from the donut
232300	233300	hole.
233300	238900	A very short, young woman and a very tall, old man get out and they are both wearing
238900	244700	a black suit, white shirt, black tie, black sunglasses, and an ill-fitting windbreaker
244700	248620	that says FBI in big letters across the back.
248620	254220	Clark, as you sip on your coffee, you hear the door behind you swing open.
254220	258340	The door chimes jingle and jangle and you hear footsteps.
258340	264020	Out of the corner of your eye, you see a short, young woman walk across the shop to the counter.
264020	266740	The other footsteps approach you from behind.
266740	269940	Wait, uh, John has his radio on him, but do you?
269940	270940	No.
270940	273620	You're all in plainclothes and I think at this point you were texting information.
273620	279220	Okay, so I'm gonna text both of them, hey, it's not Billy, but it's two, what looked
279220	281860	like two FBI agents just walked in.
281860	282860	Send.
282860	284220	Could you sext me that instead?
284220	286060	Hey baby.
286060	288500	Some female body inspectors just walked in.
291500	293780	Clark, do you want to make any moves?
293780	294980	One was approaching me.
294980	297340	There are footsteps that approach you from behind.
297340	299300	Someone is clearly like standing behind you.
299300	300700	I think you had your newspaper up.
300700	302700	Yeah, are they like standing behind me?
302780	303780	Yep.
303780	304780	Okay.
304780	305780	I turn around and look up at them.
305780	307940	It's this, uh, older dude.
307940	314780	He's quite tall and he's pretty gruff looking and he just stares back down at you and his
314780	316780	eyes are empty.
316780	320260	Can I, can I help you?
320260	322460	He stares.
322460	326500	I slowly turn back around and refocus on the newspaper.
326500	332260	As you're focused on the newspaper, you still hear this guy breathing behind you and the
332300	337580	woman at the counter, she orders something from the guy behind the counter there.
337580	338580	What's his name?
338580	339580	Right?
339580	340580	The donut hole.
340580	341580	Yeah.
341580	342580	His name is Duncan.
342580	343580	Duncan Hole.
343580	346580	Mr. Mr. Hole, Mr. Duncan Hole.
346580	347580	Yo, Mr. H.
347580	356740	He, uh, pours her a coffee and she walks and sits at the booth with Clark Bishop across
356740	357940	from you.
357940	364460	And she says, okay, John, where's the bag?
364460	365460	Are you talking to me?
365460	366460	Yeah.
366460	370420	I'm not, I'm not John.
370420	371580	Are you looking for John?
371580	372580	Are you not John?
372580	373580	I'm not John.
373580	378700	Uh, well, you're wearing a hoodie and uh, you know, we just thought that you were John.
378700	380100	No, I'm not John.
380100	381100	Do you know John?
381100	382100	Uh, John what?
382100	383100	John Peters.
383100	384100	Hmm.
384100	385100	I've heard that name before.
385100	386100	Huh.
386260	390340	The man behind you, he puts a hand on your shoulder.
390340	394740	I pet it.
394740	397980	She says, we need you to direct us to John Peters.
397980	401380	I don't, I don't know where John Peters is.
401380	402380	Who are you?
402380	403740	Uh, my name's Clark.
403740	404740	Clark what?
404740	405740	Clark Bishop.
405740	406740	Clark Bishop.
406740	407740	What do you do?
407740	410300	Uh, I actually happen to be a officer here in this town.
410300	411300	Oh, of course.
411300	412300	Yes.
412300	413300	Of course.
413300	414300	You're officer Bishop.
414300	415300	Oh, that's right.
415500	417580	Um, where's John Peters then?
417580	418580	You should know.
418580	422660	No, uh, man, we don't know.
422660	427460	Do you have anything for us?
427460	431620	I mean, if you hadn't walked in here, we might have had something.
431620	437540	Me and my, uh, my fellow officers, this is kind of a, we're curious about John too.
437540	438540	We're working on it though.
438540	443300	I'll tell you what, more specifically than John Peters, we're looking for a bag.
443300	444300	What kind of bag?
444300	445900	It's a black Nike bag.
445900	449340	It was in a storage unit here in contention and we're looking for it.
449340	450340	Huh.
450340	451700	Uh, what would be in the bag?
451700	452700	Nothing.
452700	454340	Well, we'll keep an eye out for it.
454340	456340	That's for dang sure.
456340	459420	Okay, well.
459420	466260	Hey, off character, off conversation, did we find that in the storage locker?
466260	467260	Yeah.
467260	468260	What was in it?
468260	469580	The cocaine or is it literally a bag of nothing?
469580	471380	There's literally a Nike bag.
471380	472740	Oh shit.
472740	473740	Is that in the-
473780	475020	Is there something horrifying in it?
475020	476020	Did we open it?
476020	480100	I think Clark opened it and he's asked what was inside and I told him there's nothing
480100	482060	in there.
482060	483780	I want to look in the Nike bag.
483780	485100	There's nothing in there.
485100	487780	Is there anything in the leather backpack?
487780	488780	Is it at the prison?
488780	489780	At the jail?
489780	493860	Yeah, it's, it's like in the police department, locked up in one of the cells with all the
493860	495580	other stuff.
495580	497540	Is there a reason you're looking for an empty bag?
497540	499820	You know, I think that's above your pay grade.
499820	500820	Oh, is it?
500820	501820	Oh, definitely.
501900	504260	I mean, he's just a missing person at this point, right?
504260	508580	We're not looking for him necessarily, but we thought that he could take us to the bag.
508580	511940	John Peters had the keys for those storage units.
511940	514340	We went by those storage units.
514340	515340	They're empty.
515340	516340	Hmm.
516340	517340	How about that?
517340	519940	Can I, can I hear this on the, in the bathroom?
519940	520940	Yeee, roll.
520940	521940	Yes, roll.
521940	522940	Uh, alertness.
522940	523940	Uh, 87.
523940	528060	I forgot to take my headphones out.
528060	529140	What are you listening to?
529140	530980	Like a conspiracy theory podcast?
530980	531980	Yeah.
531980	532980	Natch.
532980	533980	Niberia.
533980	538460	I'm just failing to understand how a guy from my town missing an empty bag is above
538460	539460	my pay grade.
539460	540460	Yeah.
540460	541460	I'm trying to help.
541460	542460	Okay.
542460	545780	Well, if you don't know any more information, then you can't be of any help, can you?
545780	547700	I guess, I guess not.
547700	550680	How about if I find that bag, I'll give you guys a call.
550680	552420	We would certainly appreciate it.
552420	556420	But since we're here talking to an officer of the law, I think you might be able to help
556420	559980	us out with some information about some things that are happening in this town.
559980	565180	You see, we know about the body in the junkyard and we know about the chopped up body in the
565180	568660	plastic trunk with the woman's head that was split open.
568660	573260	We're also pretty sure that you killed a man named Charles earlier this evening.
573260	577260	And I believe you also shot a woman at hotel motel earlier tonight.
577260	583980	So I think maybe officer Bishop, you're not in much of a place to say what should be done
