start	end	text
0	7060	Howdy partners, it's your ding-dang big bang shooting rowdy son of a gun wolf the dog
7340	14380	Can I get a yee-howl? I am sauntering at you live from six nine four point two
15140	16980	PTBP from
16980	18820	some other
18820	20060	time
20060	26440	While dealing with the unfamiliar time, let's check in with a familiar old standby
26780	32880	This week's Helen with wolf comes from Luke aka vegan amigo who wrote a fantastic
33720	41580	Five-star review of this show over on Apple podcast, which is a hell of a sweet thing to do they write
42640	48340	Congratulations Ian Anthony and Adam you have won a night at the Opera your
48740	55000	Invitations will be at the mailbox shortly pre-show drinks begin in two days. Please be prompt
55420	59560	Complementary tuxedos and opera glasses will be provided
60940	66520	Damn, that was weird Luke aka vegan amigo, which reminds me
67120	74480	Let me look outside real quick. Like yep. I'm definitely some time weird again. God damn it
74760	81840	Hey you yeah, you listen to get your hand out of your mouth and focus for one goddamn second here
81840	87180	Thank you all Wolfie gets lonely on his travels through both time and space
87480	89520	The knowledge that you folks are out there
90180	96000	Metaphysically keeping me company brings me warmth both in my esophagus and in my loins
96320	104240	I'm not sure how this community keeps growing my producer assures me we are doing the absolute bare minimum in terms of
104920	108360	Advertising I guess bare minimum means none whatsoever
108840	111880	So, please keep up the beautiful word of mouth
111880	119320	It seems to be working keep telling your friends your enemies your frenemies even and keep writing up sweet
119880	123680	Recommendations and reviews on reddit just keep doing what you're doing
124040	129920	sweet baby listeners unless you're not doing the doing then join the doers in the
130520	137640	Doing this fuck Nike y'all ready for a new jam that makes Smuckers feel like suckers a jam
137640	142640	That truly squelches the likes of Welch's this track is so sweet y'all
142640	150660	It'll make the fruit green with jelly. It's the creek rocks with can't you hear them wolves are howling?
167640	169640	Oh
183120	189080	Standing behind a heavy wooden lectern is a young man wearing a thick
189840	193780	Hand-stitched suit at the neck of his white shirt
193840	197060	He sports the collar of a preacher and
197580	203300	Pinned on his breast pocket. There is a shiny gold star
204420	208300	words along the bottom of the screen read
209260	211260	contention
211340	213220	1880 something
213220	219340	This fresh-faced kid steps back from the pulpit and begins to walk down the aisle of this
219380	222420	His house of the Lord as he speaks
223140	225140	directly into camera
225660	230540	Howdy there folks. My name is Bobby custard. Welcome to contention
231300	238020	Nuzzled here in the middle of prosperous farms and ranches this dusty mining town of contention sits
238460	246100	We were doing a okay for a mining town, but then this fella no, no not a fella bona fide genius
246100	250540	Well, he came along and turned contention not only into one of the most successful
251060	257580	Mining operations this side of the long wet one, but one of the most modern pounds of round
258340	266020	Silas Cole showed up one day is just a minor and before long he was inventing and doing all sorts of business
267060	273120	After he bought the mine, he electrified my church here and the courthouse and the schoolhouse, too
273700	280060	Mr. Cole surely is a gift from above you'll meet him eventually if you stick around long enough
280860	282500	but don't
