start	end	text
0	7020	Hola, que pasa mis perros, esta es Wolf the dog.
7020	12200	On this week's edition of Howlin' with Wolf, we got ourselves a beautiful poem written
12200	16960	by a listener who gave us a five-star review on iTunes.
16960	20220	That was a super cool thing to do, listener.
20220	23780	She writes, My dearest Samuel,
23780	29260	You are the ying to my yang, The chicken tendies to my basement dweller,
29260	35520	The window to my wall, The sweat that drips down my balls,
35520	41920	You really butter my bread and stain my bits, I love you even if you keep taking weird pictures
41920	51360	of my paddle-board feet, Wow, that is so fuckin' gross,
51360	55020	Sorry y'all, Wolf is just jealous of all this love,
55020	61940	It gives me wet in the eye-holes, Now, wholesome news,
61940	68860	Officer Vigna broke into Officer Pettymore's house to find some cocaine for personal use.
68860	73780	This is the cocaine they stole from a storage unit after finding the key at the home of
73780	76420	a missing person.
76420	82220	The fire at the city hospital has now claimed the lives of more than 20 individuals.
82220	87640	The names of the deceased are not yet being released, my babies.
87640	93260	More importantly, however, the officers of law here in contention eat the most awful
93260	95260	breakfast food.
95260	101700	The officers are also dealing with the situation wherein Officer Bishop seems to be in more
101700	104080	than one place at a time.
104080	106700	He has no recollection of this.
106700	113300	Then, a lot of super important plot stuff happens, involving the FBI agents, the black
113300	120280	Nike bag, a small silver sphere, and things of that nature.
120280	126260	It seems like our boys at the local precinct might be getting called up to the big show.
126260	135600	For all our listeners in Springfield, Missouri, contentions greatest band, Kudzu, will be
135600	141380	playing in a show March 2nd at some place called the Front of House Lounge.
141380	146880	In honor of this actual event, we are premiering a brand new song by Kudzu.
146880	151580	It is No Backbone.
176880	187720	Okay, so in order to dig into these characters a bit more, we're going to take a look into
187720	190640	the past, starting with Clark Bishop.
190640	191640	Howdy.
191640	197280	I have Joe with me here today, and we are joined by a long-time Delta Green player and
197280	201760	my favorite person in existence, Taylor, my wife.
201760	202760	That's me.
202760	203760	And...
203760	204760	Borat.
204760	205760	My wife!
205760	206760	Nailed it.
206760	211360	I'd prefer you not do that.
211360	213920	So let's go ahead and get right into it.
213920	221520	Let's flash back to a time when Clark Bishop was a much, much younger man.
221520	223680	One might even call him a boy.
223680	226840	Yeah, and then I'll put in that in post.
226840	231340	It'll be like the nice dream sequence.
231340	237580	So you are in your childhood home, which just so happens to be, if I'm not mistaken,
237580	240620	to be the home that Clark Bishop still lives in.
240620	244620	Do you want to give a quick description of what it looks like back then?
244620	247160	Yeah, it's real clean.
247160	251820	It's one of those houses that keeps the plastic on the couch.
251820	256940	Lots of angel wings and crosses on the walls.
256940	258940	Maybe a framed picture of Jesus.
258940	259940	Jesus.
260620	261620	Is it tatting?
261620	264140	The little doilies and things on armchairs?
264140	266580	Yeah, your chairs have tats.
266580	267580	Yeah.
267580	268580	Tatted.
268580	269580	Yeah.
269580	270580	Awesome.
270580	271580	Yeah.
271580	277000	So as you're going about your normal kid time, I don't know what you're doing, but your parents
277000	279020	are in the kitchen making dinner.
279020	287860	Pat Sajak is loud and clear over the television, and as you're playing in the living room,
287860	294980	you hear your mom yell from the kitchen, Kermit the Frog in my throat.
