start	end	text
0	6880	Hello all my nephews and nieces, it is your fun uncle, Wolf the Dog, and I'm here to
6880	14120	weird y'all out from 694.2 PTBP Contention's Greatest Radio Show.
14120	20800	This episode is brought to you by Fire Lizard Games, a tabletop games company based in Springfield
20800	23480	run by just three brothers.
23480	31200	They currently have a Kickstarter launched in their first game, Base, a card PG.
31200	38680	Base is a setting agnostic storytelling game using a simple, uniquely designed system.
38680	44120	They designed the game to be appealing for everyone, whether you are a newcomer to roleplaying
44120	47520	games or a stone cold pro.
47520	52680	All you need to play the game is the rulebook, a standard deck of cards, and a few six-sided
52680	53680	dice.
53680	59560	The Kickstarter tiers start as low as $3 and it will end on April 16th, my babies.
59560	65840	Give them a follow on Facebook for your buddy Wolf, or Instagram, or Twitter, or how about
65840	70200	all three, at Fire Lizard Games for more updates.
70200	76040	And now let's get back to my favorite segment, Howlin' with Wolf, where we get to hear from
76040	80720	our caring, adoring, and intelligent listeners.
80760	86280	This week's Howlin' with Wolf comes from Hot Donna on Twitter, who writes,
86280	90880	After careful consideration, my request is as follows.
90880	96200	Instead of making an actual announcement, I would love for Wolf to make one incredibly
96200	99880	long and possibly melodic fart noise.
99880	105040	Ahem, I guess it might go something like,
115320	122160	Well, Hot Donna, I hope that made you happy inside, cuz, uh, yeah.
122160	127760	Anyway, it's time to remember what happened last time, it's the news.
127760	133640	Turns out, maybe Keith is a monster to be around because his dad was a dick who clearly
133640	137000	preferred his older son, Ferguson.
137000	142280	Now that's not an excuse, Officer Vigna is the worst person in contention.
142280	147560	While playing on the family's sprawling estate, Keith and Ferguson heard the sirens blaring
147560	152880	as strange, gaunt men in suits appeared to fall from the sky and were shot down by the
152880	155360	Bean's security personnel.
155360	160520	Later that night, William Beans gave Ferguson a watch and told him about a prophecy that
160520	162800	says he will save the world.
162800	168400	Back in whatever year it is now, the officers took the pastor's helmet to the police station
168400	173360	and locked it up with the other items from the booth at Forgotten Treasures.
173360	179000	The light on the camera was green, so John took a picture of Keith outside the station.
179000	184480	Unsurprisingly, the picture was not of Keith, but of two men in a strange room that lacked
184480	185720	color.
185720	190560	On the way to the mill, on the other side of the city, John saw something strange in
190560	197480	the sky, causing a fiery three car wreck on the main longitudinal drag of contention.
197480	203040	Taking us to that scene now, is Kudzu with no backbone.
227480	236840	I need everyone to roll power.
236840	240720	I fail.
