start	end	text
0	3040	Well, how do you do, pupparoos?
3040	6760	It's your grown-ass pup mother, Wolf the dog.
6760	11240	And I am here to provide nourishment for your wittle ears.
11240	14040	It's also live, I'm told.
14040	17840	From 694.2 PTBP, maybe.
17840	21440	The only radio station that can broadcast
21440	24700	in multiple dimensions, probably.
24700	27400	But what I'm rock solid for sure about
27440	30520	is the fact that we got a new Howlin' with Wolf,
30520	33820	everyone named Wolf's favorite segment.
33820	35800	This week's Howlin' with Wolf is from
35800	37840	Nick with Everything's a Mimic,
37840	41080	who tweeted about the show and tagged that pretending pod,
41080	45880	which is, whoa, something you can do too, dear listener.
45880	48520	So cool of you, wow.
48520	51360	Nick with Everything's a Mimic writes,
51360	56160	hello, Mr. Dog, long-time listener, first-time writer.
56160	58520	Normally, I would take this opportunity
58520	62560	to shout out the actual play podcast, Everything's a Mimic,
62560	67560	and our players, Ryan D, Ryan B, Chris, Cody, and Andy.
68440	71080	Normally, this would also be the perfect time
71080	75000	to shout out our website, Everything's a Mimic dot com.
75000	77640	But now is just not that time,
77640	80080	for I have seen the yellow sign.
80080	83480	Its insignia dances carelessly and purposely
83480	86780	in and out of the black void of our empty vessels
86780	90280	like the ebb and flow of the ocean's embrace.
90280	93880	The pallid mask seeks all who are willing,
93880	96960	and, oh shit, I ran out of characters.
96960	100320	Love you, PTBP boys.
100320	103380	Thanks for the love, Nick with Everything's a Mimic.
103380	106460	Can anyone who knows what the fuck a podcast is
106460	108960	tell me what an actual play is?
108960	112300	Do they actually do things?
112300	115980	Or do they imaginarily do things?
115980	120060	Is an actual play like a real Shakespeare?
120060	123860	I'm so confused by the internet and all it beholds.
123860	127520	One day, when I remember my AOL password,
127520	130660	I'll get to get back on there and see what's poppin'.
130660	133060	If you wanna write up somethin' for your wolf to howl,
133060	136340	tag at PretendingPod on the internets.
136340	138460	Or don't, what do I care?
138460	141580	Though I will say it warms my producer's bones
141580	145220	every time he sees kind words written about pretending
145220	148400	to be people out there on the damn internet.
148400	152600	So if you wanna positively impact my producer's day,
152600	155860	and maybe write some words for wolf to say,
155860	159660	tag at PretendingPod and check out this segue.
159660	163460	One gave me a bruise, the other gave me the blues.
163460	168140	The first part's a segue, and next it's the news.
168140	172260	The boy on the table, Carl Lambert's long-lost brother,
