start	end	text
0	3120	Hello, and welcome y'all.
3120	6360	It is December the 6th, and my clock here says
6360	10120	it is 1030 a.m. here in the city.
10120	12400	What time is it in your world?
12400	14440	What is time anyway?
14440	16560	Is it a circle or some shit?
16560	18820	Shit, I don't know, that's for sure.
18820	23820	Well, anyway, I'm coming at you live from 694.2 PTBP,
24560	27920	this dimension's best radio show
27960	32660	that is fueled by dumpster meat of varying quality.
32660	36200	I've got a howlin' with wolf here from an anonymous source.
36200	38280	Remember, if you wanna write up somethin'
38280	41120	for your wolf to howl, tag at PretendingPod
41120	44160	on Instagram or Twitter, tag PretendingToBePeople
44160	46600	on Facebook, or write a five-star review
46600	50320	and email us at pretendingpod at gmail.com.
50320	55280	This one is a bit unsettling, so no point in settlin' in.
55280	57840	We alone are the last of the line,
58720	60120	ascendant when the giants walked
60120	63600	and still clutching to power when the last ragged outpost
63600	66240	of our kind fell to internal ruin.
66240	68160	Our line will rule again.
68160	70280	There are secrets buried still,
70280	72680	lost in the deserts forgotten and places
72680	74720	where man cannot go.
74720	76700	Our illusion is perfect.
76700	79360	We walk unseen through the streets
79360	82280	in the child scrawl of the world before us,
82280	87200	and we resist the call to feed, the smells, the meat.
87240	90880	We resist, for there is clarity and starvation.
90880	92480	Just as in our disguises,
92480	94780	there is freedom among the savages,
94780	98920	and then in the desert where we buried our last machines,
98920	100760	there is salvation.
100760	102060	Well, fuck.
102060	104080	Once they started talkin' about meat,
104080	106920	I just kinda lost track there, y'all.
106920	111440	Anyway, things aren't any cleaner or clearer here in the city
111440	115800	It's uncertain, it's impure, it's the news.
115800	119640	Stan Manstein left the city asylum, a rare occurrence,
119640	121240	in order to speak at the funeral
121240	123680	of his daughter, Ari Manstein.
123680	125740	He was accompanied by three guards,
125740	128040	all made out of flesh and wire.
128040	130040	He spoke in a strange tongue,
130040	133440	and the world slowed down around our three officers
133440	136000	who heard Stan speak inside the heads,
136000	138400	tellin' the story of a particular past
138400	140480	of the town of contention.
140480	143880	Clark Bishop shot Stan Manstein mid-story,
143880	145600	bringin' the world up to speed
145600	148640	and causin' full-blown chaos at this funeral.
148640	150560	People began to run for their lives
150560	154880	as our obliviously intrepid heroes fought, shot,
154880	158520	and demolished the large guards made of blood and metal.
158520	162540	Keith Vigna plugged Stan Manstein's wounds with his fingers,
162540	165560	givin' him just enough strength to complete his story
165560	168040	and blip out of existence.
168040	169980	John Lee Pettymore IV,
169980	172680	inside the body of his adopted father,
172720	174600	John Lee Pettymore III,
174600	176680	who the officers met as Kevin,
176680	178740	Marvin Glass's head of security,
178740	181380	tried to explain that whole convoluted mess
181380	183920	to his former coworkers.
183920	186720	The officers took stock of their situation,
186720	189520	tryin' to remember where the weird items they'd found
189520	191220	are currently located.
191220	195720	Last we saw, John Lee Pettymore put his hands up to his head
195720	198240	and his eyes turned white.
198240	199560	Man, I tell you what,
199560	202840	I left contention because of all this weird nonsense,
202840	205140	but it seems to have followed me to the city.
205140	206800	Wolf.
206800	209400	Oh, no, Wolf.
209400	213240	What if you're the source of all this pain and sufferin'?
213240	215320	What if I am the sinner
215320	218520	from which all struggles emanate from
218520	221180	the pulsating heart of darkness?
221180	224080	Does it all come from little old Wolfie?
226440	228720	Uh, probably not.
228720	231040	I have a message here from my producer.
231040	235040	They say we are sitting at 84 reviews on iTunes.
