start	end	text
0	15820	Hey y'all, just in case y'all forgot, it is indeed 26 years ago, and for some reason,
15820	22280	my voice can transmit to the past, from the present, and speaking of the present, y'all
22280	28600	know I am here to bestow my vocal gifts upon all of y'all, no matter the when.
28600	37440	Live from 694.2 PTBP, time traveling dogs named Wolf can be scary, but what is not scary
37440	45780	is howling with Wolf, a segment I am definitely not forced to do against my will by my amorphous
45780	52140	producer who may or may not possess ownership over my soul.
52140	58400	This week's Howlin' with Wolf is from At Perfect Us Nemo, who tweeted about the show
58400	60700	and tagged at Pretending Pod.
60700	67500	They wanted to hear your boy Wolf vocalize the frustrations of the BBEG in their own
67500	68660	campaign.
68660	76660	They write, I am the ancient, I am the land, I was vain, and due to my hubris, I lost my
76660	77660	beloved.
77660	84200	When I let outsiders into my own home, I was met with trickery and recklessness, going
84200	89980	through my domain like a plague, destroying everything that was dear to me.
89980	95980	Let them rally the creatures in the valley, let them storm my castle, all they will achieve
95980	100540	is a long and painful prelude to an eternal march.
100540	105780	And I shall wait as long as it is necessary, for nothing is gone forever.
105780	110340	I will reclaim what is rightfully mine.
110340	118060	Well that was certainly very fun and light hearted and not at all super fucked up dark
118060	119060	and weird.
119060	125220	Thanks for writing in some very normal sounding stuff for your dumpster daddy to deliver.
125220	129580	Remember if you want to write up something for your wolf to have, tag at Pretending Pod
129580	135060	on Instagram or Twitter, you can tag pretending to be people on Facebook, although y'all know
135060	136860	how we feel.
136860	137860	Fuck the zuck.
137860	144940	Or write a 5 star review on iTunes and email us at pretendingpod at gmail dot com.
144940	152500	Of course you can also support the show financially over on patreon dot com slash pretending pod.
152500	159060	Five dollars a month instantly unlocks access to 9 exclusive bonus episodes.
159060	162220	The most recent one is a real fucking treat.
162220	168260	Ross Payton from Role Playing Public Radio came on to run the PTBP boys through some
168260	173900	Dennis Detwiller's classic Delta Green scenario, Night Floors.
173900	181980	This one comes in around 2 hours and 45 minutes and it is fully edited with Justin's soundtrack
181980	183980	and everything.
183980	190380	Also the very first Den of Sin livestream for those backers at the $15 level on patreon
190380	197580	is happening this upcoming Tuesday, that's February the 25th at 7pm central time.
197580	203060	Zach is gonna run the crew through the first scenario ever written for Call of Cthulhu,
203060	204060	The Haunting.
204060	216420	It's gonna be wet and wild and sp-p-p-p-p-p-pooky y'all.
216420	226940	Keep your eyes peeled for ooze and your ears tuned into the news.
226940	232300	Last time we met our new friends in the meeting room of calm comfy campgrounds and followed
232300	235260	along as they checked in for the weekend.
235260	242100	Walter Grimes a totally normal 16 year old boy and his father Alan are in cottage number
242100	243180	3.
243180	248600	Bradley Cooper a surreptitious go getter is in cottage number 5.
248600	255860	Charles Digby a plain but curious creep is in cottage number 7 and Roger Fairfield the
255860	262700	uptight newlywed is in cottage number 9 with his bohemian bride taking us back into the
262700	266740	corner free meeting room for orientation.
266740	271060	about edging it's dream girl with pretty sexual
296740	318300	stormy do you have any guns i need to shoot my friend he would definitely drive over here
318300	323660	with his pistol if i was like hey i need to shoot luke i love your dad and the thing is
323660	328980	you he would act like if you asked him to he would probably kill me oh i don't know
328980	333780	about that now he'd make me do my own dirty business yeah he would he would provide all
333780	341140	the materials son i don't want you to do this but uh the man who passes the judgment ought
341140	346480	to pull the trigger that's a good impression of your dad what was that fucking dude before
346480	352100	we start i went and saw the gentleman oh yeah how was that fantastic oh so dying i love
352100	358140	it was fucking good cool that makes me really excited who's the director is uh guy richie
358140	370340	guy richie am i here no i've been doing that i'm sorry dude it was leaving the theater
370340	375180	my parents were like yeah we thought it was going to be a stupid action movie and it was
