start	end	text
0	3180	Salutations, my little honeybees.
3180	6980	It's your beekeeper, Beastie Wolf, the dog.
6980	9780	I'm here to protect you at all costs
9780	11380	while getting a little taste
11380	15260	of that sweet, sticky honey every now and then.
15260	18100	I can't wait to make some toilet wine
18100	20220	with y'all's sweet syrup.
20220	25220	I am buzzin' at you live from 694.2 PTBP,
26160	29700	the only radio station located
29700	33180	in a trash hive of my own making.
33180	35140	What's that sound?
35140	36380	Is it the mail truck?
36380	39460	They're saying I got a new Howlin' with Wolf, baby.
39460	43660	This fine edition of Howlin' with Wolf is from Bee.
43660	45020	Very nice.
45020	48540	Who tweeted about the show and tagged that pretending pod,
48540	51840	proving that even the busiest bees can take time
51840	55240	to make this old Wolfie feel something again.
55240	56640	They right.
56640	59040	Have you seen the yellow sub?
59040	61840	Have you felt its honey mustard contours
61840	66280	dripping around the edges of that braised brain of yours,
66280	70000	encased in a sun-toasted bread of skin and bone?
70000	73040	The sponge monkey elders assure you
73040	75840	those are olives, not eyes.
75840	78080	And if you haven't seen the yellow sign,
78080	81320	I mean sub, you will soon.
81720	86080	Damn, Bee, don't threaten to dog the wolf with a good time.
86080	89680	You're talking about toast, you're talking about mustard,
89680	94160	and braising, and goddamn, I am fucking pumped
94160	97900	for whatever the hell it is you are talking about.
97900	101520	If you wanna write up something for your honey wolf to howl,
101520	105520	tag at pretending pod on Twitter or Instagram,
105520	108880	or write up a five-star review on Apple Podcasts
108880	113240	and let my producer know at pretendingpod at gmail.com.
113240	116720	And if you're already wrist-deep in the interwebs,
116720	119660	go ahead and share the trailer for season one
119660	121760	of Pretending to Be People.
121760	125520	Share it on the mountain, share it over the hills,
125520	127820	share it everywhere.
127820	132120	Jesus Christ wouldn't have been so him-damn-bored.
132120	133720	God damn it, Zach.
133720	137140	If he had access to all this sweet content
137140	141740	in the show notes, and if that ain't the truth,
141740	144100	then this ain't the news.
144100	148020	Last time, we lost a few dear friends.
148020	150580	Please bow your heads and take a moment
150580	153920	to reflect on the lives of Jimmy Sanders,
153920	157140	Carmen the Possum, Harry Klinker,
157140	160220	Rusty the Distinguished Gray Dog,
