start	end	text
0	8320	what's up my babies it's your stepdad's stepson wolf wolf the dog's dog taking over the airwaves
8320	18480	here on 694.2 PTBP due to a frankly terrifying display of holiday cheer aka wolf the dog
18480	25600	gargled down more steaming mollusks swapped than the rest of family combined in our semi-annual
25600	35840	chowder challenge oh wolf is in the dumpster and he's breathing but it's real high-pitched
35840	45200	now it is something to do called howling with wolf so how does the man who drives the snow plow get
45200	57360	to work in the morning next is a non-sequitur transition into fucking Mark Zuckerberg but for
57360	63120	real help my fake dad out talk about app pretending part on the internet and give them money on
63120	70160	patreon sometimes people write five star reviews on the apple podcast app and he gets so happy
70160	76080	because he feels validated and understood and that means a lot to dogs like wolf
76960	83680	now put down the booze and listen for clues it's time for the news last time
83680	90480	Leon told Clark that he would become the overseer go back in time and start the circle of knowledge
91040	97200	Leon split the party tried to shoot Clark with a dart gun got fucked by Joel's uncanny ability
97200	103440	to quit and then Leon Clark came to an understanding fulfilling their original plan
103440	109040	the two headed over to the administration building where they heard numbers coming from a voice
109040	117840	at the end of a dark hallway Keith and John went to Harriet Mox's dorm John last touched again and
117840	124240	focused on the Bruce Robin numbers while Keith scoured Harriet's room for clues turns out
124240	131120	Harriet's roommate Amelia thinks the suicide story is fishy and Harriet was on search for two
131120	142400	things the most corrupt corporation in the city and the overseer and now to the middle of a party
142400	151120	timed holiday themed storyline even when Clark is being a dick it's a track that makes my
151120	159200	ball drop welcome to 2020 motherfuckers it's kazoo with no back
159200	171280	boom
177680	182880	girth knife baby girth knife she's so girthy girth knife baby girth
183040	189440	no she's so girthy girthy so joe clark bishop is walking down this hallway i actually decided
189440	193120	to go the other way yep that makes a lot of sense so when you turn back the other way
194800	199200	you find Cthulhu ah dang it i'll go the other way okay yeah that makes sense
202000	209040	so as you're walking down toward the office you see these two figures in the distance and as you
209680	218320	come up on them you see that one is very short and very slight in stature and also slender
218320	225840	and the small one is uh jumping up and poking at the other figure who is played by Justin
225840	232560	hi yeah what is he what does your character look like Justin six one six two kind of tall dark nice
232560	240000	hair he's a he you can tell he takes care of his appearance he's dressed up quite nicely all right
240000	245360	and this little fella is just like jumping up and poking you in the chest over and over and
245360	250400	he's just like oh come on please hit me god please just hit me in the face i'm gonna i'm gonna need
250400	256240	you to stop right now please oh gosh i would love to four if you just any mumble some other words
256240	261680	and is like please just hit me hit me hit me oh god if you don't i'll have to do it to myself
261680	267280	i i grab him and i shake him and i go i'm not yeah just like that no yeah i'm not gonna touch
267280	274240	your skin with my skin you're doing it right now no okay oh and then he like uh he runs over to
274240	279600	one of the walls nearby and just starts like slamming his head into the wall oh jesus and
279600	285360	he starts hollering he's like it's not the same it's not the same when i do it and clark bishop
286320	294800	and uh leon simpson walk up into that can i get a uh sense of age from of these two people are
294800	301120	they students can i tell yeah they seem to be students uh the shorter ones looks to be a young
301120	308880	looking freshman in college and i look to be in my early 20s let's say let's say and then it's true
308880	314960	once you say that's how role-playing works yeah i walk up to you the well-dressed one who's not
314960	320560	slamming his head against the wall it's not as good sir can you what what's happening hold on
320560	328720	give me one moment sir and he's looking up at this banner outside the administration office and it's
328720	336560	like hanging over uh these windows looking into the office and the banner says at the end of the
336560	347360	10th day my true love had given me blank gifts and it's uh capital g i f f s and leon looks up
347360	352640	at it and he's like oh the administration office it's right there is the banner handwritten no no
352640	359280	it is well made and it is in a very uh festive font it's uh is it uh it's not the same when i
359280	365200	do it myself oh hi there sir and he this little guy walks up to you and he's like will you please
365200	370480	hit me oh god just please just like punch me punch me punch me punch me punch me i don't i
370480	375840	don't want to do that to you what about you and he looks at leon leon's like i don't do you know
375840	381760	is this door i'm just gonna check and walks over and the administration office is unlocked so leon
381760	387680	just like opens the door and turns back and he's like oh come on come on please just like one good
387680	394400	punch why do you want me to hit you god love it but why with my with my body like every single
394400	401040	inch of me just wants and needs you to hit me please four three oh god just hit me please
401040	404880	why are you saying those those numbers numbers i punch him hey
406960	412560	yay as this kid falls to the ground he's just like yeah
415520	421200	thank you thank you for that i can get back to these puzzles i'm trying to solve why was your
421200	426640	friend acting so it's crazy like that i just stare back at the sign again completely ignoring
