start	end	text
0	6520	What's up my babies, it's your grease daddy Wolf the Dog, and I'm here absorbing all
6520	11220	the oil from all the deep fryers here in contention.
11220	17200	The grease used here in the past is much better than the grease used in the present and the
17200	18280	future.
18280	26620	So light a match and watch me explode baby, it's 694.2 PTBP and I'm here to ignite
26620	31900	your passion for local news and other happenings from the past.
31900	36620	Speaking of happenings, we got ourselves a new Howlin' with Wolf.
36620	41780	This week's Howlin' with Wolf comes from At Crafty Under Dash Creep, who tagged at
41780	44500	Pretending Pod in an Instagram post.
44500	48940	They write, I would love to howl at my love bug Alec.
48940	53860	Thanks for turning me on to the best podcast and being the best partner ever.
54100	59620	Well crafty creep, I don't got much intimidating to say to you and your loved one.
59620	64860	It brings some joy to my small grease filled heart to hear about y'all.
64860	68380	I wish someone would howl at me in a loving manner.
68380	73300	Maybe one day, maybe someday, maybe someday.
73300	78080	Remember, if you want to write up something for your wolf to howl, tag at Pretending Pod
78080	83720	on Instagram or Twitter, tag Pretending to be People on Facebook, or write a 5 star review
83720	89560	on iTunes and email us at pretendingpod at gmail.com.
89560	97960	Of course, you can also support the show financially over on patreon.com slash pretending pod.
97960	104720	Become an honorary police officer for $5 a month and instantly access five exclusive
104720	106800	bonus episodes.
106800	112600	You don't want to miss out on this sweet support of content y'all, y'all best trust now.
112600	116660	And y'all know I need that extra five bucks a month.
116660	119880	You might not know, but Wolf has kids to feed.
119880	125100	How else am I going to fatten them up before I feast upon them?
125100	129700	The news is meant to be a time to remind our listeners of the past.
129700	134740	So you might not have to send your minds on such a difficult journey when remembering
134740	137640	all the nonsense that has gone on so far.
137680	143600	Now, if I pick and pull what I remember from my time in current day contention, it might
143600	148720	spoil some of the sweet niblets that are being served up in this story.
148720	151360	This fresh, fresh story.
151360	157160	We may be in the past, but I've seen the future and I know the best possible present
157160	163000	is Moondance by Blue False Indigo.
163000	169940	She runs, she runs, she runs, ooh.
174420	182720	The sun, the sun, the sun is leaving soon.
182720	200920	She knows, she knows, she knows that the time has come to dance beneath the, dance
200920	206920	beneath the shadow of the moon.
206920	216760	So Joe, I'm going to game four of the, uh, was it NLDS?
216760	219560	Uh, yeah, uh, shit.
219560	220560	Is it DS and NCS?
220560	222040	Yeah, I think it is.
222040	226260	Uh, going to game four, uh, which is in St. Louis.
226260	227260	Fuck yeah, dude.
227260	228260	Holy shit.
228260	229920	Yeah, I'm super, super stoked.
229920	236240	My dad is turning 60 on that day and so my brother and I are taking him to that game
236560	237560	for his birthday.
237560	238560	Lucky.
238560	239560	Yeah, it's going to be dope.
239560	240560	That's super dope.
240560	242800	Somebody I know was doing one of the Atlanta games.
242800	245080	Oh, I'd love to go back to Atlanta.
245080	252120	I've only been once and it was when I was like 17, 18 years old and I was there with
252120	260900	my brother and my dad and a bunch of church people for a Christian conference and we,
260900	269440	this was at the end of my tenure in the church and during the candlelight vigil, the silent
269440	275140	candlelight thing, my brother and I skipped out on it to get extremely drunk at the hotel.
275140	276140	Like you do.
276140	280820	We, uh, there was a college basketball game on and we bought a really cheap bottle of
280820	288140	bourbon and we played a game where we each chose a team and then every time the team
288140	290740	scored, you had to do a shot.
290740	291740	A score?
291740	292740	Yeah.
292740	293740	What?
293740	294740	I was 17.
294740	301300	He was 21 and we were children in monsters and we got so drunk.
301300	303380	That was the night he died of alcohol poisoning.
303380	304380	Oh yeah.
304380	305380	Yeah.
305380	306380	Rip.
306380	310820	Um, we're taking his corpse to game four.
310820	311820	Pretty cool.
311820	313220	My ghost brother to buy us tickets.
313220	318140	Uh, so we, we get really drunk and then we change into our swimming trunks.
318140	323060	You got into like four shots in and then it was like, oh, nevermind.
323060	324060	Uh, yeah.
324060	329100	We even made a thing where it was like, and on turnovers and dunks you take two shots
329100	334260	cause we're idiots and thankfully I don't drink like that anymore, but we're very drunk
334260	339740	in our swimsuits in downtown Atlanta and the pool was closed.
339740	342460	So we went to the weight room and maxed out on bench.
342460	344460	This is standard stuff.
