start	end	text
0	4000	Shhh, listen, do y'all hear that?
4000	7880	The skittering of many greasy limbs?
7880	16180	It's almost like dozens of giant fingers gently slipping around on a bowling lane, and yet
16180	18180	so fast.
18180	24640	I'm sure it's nothing, but listen here, what ain't nothing is me saying howdy and hello
24640	29380	and welcome to 694.2 PTBP.
29380	38120	It is I, the one, the only, probably, DJ Wolf the dog, and if this many-limbed being doesn't
38120	42620	snatch me up, I think we got a banger of a show for y'all.
42620	50740	I howl, you howl, we all howl for howlin' with Wolf, and this particular howlin' with
50740	57740	Wolf is from Sneaky Whisper, and they have requested their location to be broadcast as
57740	59240	the internet.
59240	65740	Sneaky Whisper from the internet tweeted about the show and tagged at pretending pod, a thing
65740	68440	that internet folks should do.
68440	71400	Are you on the internet, dear listener?
71400	75960	You could also tweet about the show, whoa.
75960	82440	Sneaky Whisper writes, Dear Wolf, I was able to break through the interdimensional firewall
82440	85680	to get you this limited character message.
85680	91560	I've been stuck in this dimension they call cyberspace and heard your dimension may be
91560	96000	having a similar polymorphic virus problem as mine.
96000	104000	Whatever you do, do not feed them the 0x dead beef, and for the rest of your radio listeners,
104000	110920	the cow has red spots, the cat broke the fiddle, and the spoon did not go willingly with the
110920	111920	dish.
111920	118720	Be excellent to each other out there in meatspace, meatspace you say?
118720	126440	Now I've been all over the place exploring different space time things or whatever, but
126440	129200	I ain't never been to a meatspace.
129200	135300	Damn, I need to book me a space B&B in this meatspace dimension.
135300	140480	If you want to write up something for your vigilant Wolf to howl, tag at pretending pod
140480	146520	on the Instagram or the Twitter, or tag pretending to be people on the Facebook.
146520	151760	Or you can do us a favor and write up a five star review on the podcast app of your choice
151760	155280	and holler at me about it so I know.
155280	161480	And by the by, fuck Elon Musk and Mark Zuckerberg too.
161480	163600	Now for some links.
163600	168920	Bonus content on Patreon, merch at the merch store.
168920	176220	Picks of the boys on Instagram, retweets of Luke's Twitter on Twitter, harsh criticisms
176220	184880	of early 2000s collectible memorabilia on Facebook, horny shipping on Discord, lost
184880	194340	Redditors on the subreddit, tracks from the PTBPOST on YouTube, and places to jam and
194340	196480	support Alter Girl.
196480	199520	Do you know where all these links are?
199520	200560	You do?
200560	204680	Then fucking get in there and get clicky with it.
204680	211000	Then pull a switch and come on down to the Wicky Wicky Wild Wild West and slap a rock
211000	214560	Big Willy style and I don't know man.
214560	221180	This run isn't super fresh, but fuck Will Smith and keep my wife's links in your motherfucking
221180	227680	show notes.
227680	231180	Bienvenidos a venus.
231180	235600	Last time, Julius Summers told Cal and Beck everything.
235600	240660	He gave them the full rundown including a flashback to his high school days.
240660	245100	And then he realized Stevie and Jeremy were there too.
245100	249060	Also Joe made an incredible DMX joke.
249060	253860	Taking us now to the first day of the rest of the can crew's lives.
253860	258620	Now that they know what they know and it's not what they thought.
258620	264740	It's Alter Girl with My Life is Great and It's All My Fault.
279060	302940	Cause my life is great and it's all my fault.
302940	305060	What kind of world are we living in?
305060	309780	What kind of world are we living in?
309780	310780	Us or you?
310780	311780	You.
311780	312780	Got em.
312780	313780	Dude.
313780	314940	Your reality is not the same as my reality.
314940	318060	I reject your reality and substitute my own.
318060	322900	I watched a skater darkly last night.
322900	324940	So.
324940	331380	I watched the Mario movie last night and dude it opened my eyes.
331380	335420	Okay, what's the deal with the Mario movie being unwoke?
335420	336420	Or like anti-woke?
336420	337420	What?
337420	342540	I just heard it was actually funny.
342540	348300	Same thing right?
348300	349300	I don't know.
349300	352940	I just watched it yesterday and there's nothing that sticks out.
352940	354820	Did you look it up on Focus on the Family?
354820	355940	No I did not.
355940	356940	What does it get?
356940	357940	Do you know what that means?
357940	358940	Yes.
358940	359940	Do you remember that?
359940	360940	Did you guys have that?
361500	367980	I never had it but it's occasionally an internet stir every now and then.
367980	372500	I mean it was every movie that came out my mom would look up on that website.
372500	377900	Is it the one that listed every single, it would be an R-rated movie and the list would
377900	385540	be a hundred things and it's like they said the F word, they said damn, they showed someone's
385540	386540	midriff.
387140	392180	Sometimes they would get into really, I don't know who's writing some of these, but really
392180	398660	hot and heavy descriptions of what went down in the film and your boy would just get going
398660	400660	off the line, you know?
400660	404660	Oh no, little Zach can't see this, oh my.
404660	407640	I read Super- Nothing gets me going like stuff that my son
407640	408640	shouldn't see.
408640	412300	Hey you said what kind of world are you living in?
412300	414700	Is there anything else you wanted to say about that Luke?
414860	419780	Well if you have listened to this podcast you might be familiar with the band Dragon
419780	423500	in 3 and Zach was just giving us a little sample.
423500	431660	They got new music, depending on when this comes out their new music is out or their
431660	440420	new music is so close to coming out, so go on Spotify or whatever streaming app that
440420	445500	you use, go to band camp and buy the new Dragon in 3 album.
445500	447140	They have two singles out right now and they're very good.
447140	450540	I just got the new shirt, it rips, it just came in the mail, it's really rad.
450540	451540	Oh that's a bummer.
451540	452540	It rips.
452540	453540	It rips.
453540	454540	It rips.
454540	455540	Yeah, it's a shitty shirt.
455540	459860	It's a bad shirt, but all the best shirts are bad shirts.
459860	464980	Go listen to that and buy their stuff and then there's the other bands too.
464980	465980	Go buy so much stuff.
465980	466980	There's other bands.
466980	467980	There are other bands.
467980	470700	Yeah, support what you like or don't.
470700	472760	Yeah, there's local music around you.
472760	474260	Don't support musicians, support podcasters.
474260	478220	I've heard that it's like, there's loco music around me dude.
478220	484980	There's loco music out there and they don't put out music but like once a year and we're
484980	489340	giving you content every other week here pretending to be people.
489340	490740	Patreon.com slash pretending pod.
490740	491740	We do it.
491740	492740	Albums worth of work.
492740	493740	Every month.
494500	500380	Do not buy another album until you're a Patreon subscriber.
500380	502380	In fact, don't even listen to music.
502380	504380	Don't listen to any music.
504380	509420	Cancel your Spotify subscription.
509420	514340	Every time you think you should listen to music, like you're about to be intimate with
514340	515340	your partner.
515340	516340	Throw on season one again.
516340	517340	Yeah.
517340	518340	Just do another re-listen.
518340	519340	Oh my God.
519340	522140	Luke talks about us all being covered in honey at the very beginning.
522540	525260	It's a very sexy podcast.
525260	530900	We're very sexy boys.
530900	535140	I've got a story I've been meaning to tell you guys for two and a half months.
535140	536140	Whoa.
536140	539380	Part of the problem is that we mostly hang out on the pod now.
539380	540380	Unfortunately.
540380	541380	Unfortunately.
541380	544500	Part of the problem is that the times we have hung out, I've been saving this story for
544500	546500	the pod.
546500	549960	And I kept forgetting.
549960	554040	So when we were at the batting cages, you were like, I just want to tell them about
554040	556800	when we were the other day.
556800	558040	See we fucking hang out.
558040	563400	Let's bleep that out so people can't stalk us in our imaginary town.
563400	565080	We only go to two places.
565080	568160	What was I going to say?
568160	569160	Oh no.
569160	571160	We forgot the story.
571160	572160	All right.
572160	573160	Let's get into the app.
573160	574160	It has been two months.
574160	575160	Okay.
575400	580520	My name is, my name is Thomas Cox and I am in a Cox family group chat with my family
580520	583280	and I'm glad this wasn't a confession.
583280	585880	No, it's an anecdote.
585880	592600	Um, the group chat is talking about the time we killed that guy.
592600	594980	I'm like, so yeah, all kinds of things.
594980	601240	Whatever we have to talk about when we killed that guy, succession style on a plane.
601240	608740	This chat gets made in WhatsApp and I realize from day one that you can make the icon anything
608740	610260	you want.
610260	616360	And I think about that for months until I finally pulled the trigger and made it an
616360	618240	eggplant emoji.
618240	621440	Yeah, it's very fitting.
621440	626160	Two mixed, two positive reactions in the group.
626160	627380	Some people thought it was funny.
627380	629380	Some people didn't get it.
629380	635760	One person who really didn't think it was funny was no, in the, in the group chat, one
635760	642000	person who really didn't think it was funny was my dad who got angrier than I've ever
642000	645800	seen him about anything fascinating.
645800	648760	I would have not expected that at all.
648760	650260	I got a text.
650260	655420	He was like, change it back immediately in a text message to me.
655420	663280	And I was, and he was like, people are talking and I go and I go to the group chat and that's
663280	672920	like literally true, but not in the way that is text implied.
672920	674160	They're sending memes.
674160	676560	They're asking about each other's weekends.
676560	682840	And it's at this point I'm still like, I don't realize how upset he is and I'm just like,
682840	684880	I mean, anybody can change it.
684880	686420	You can change it back.
686420	689660	And he's like, I don't know how do it.
689660	691860	Do it now.
691860	696660	For those listening, this is uncharacteristic of his father.
696660	698820	It's pornographic.
698820	700940	No wow.
700940	706500	And I started like after one of his first texts, I started to pull like the chat.
706500	709820	I was like, should we keep it?
709820	710820	Get rid of it.
710820	711820	I don't get it.
711820	717400	That got like about straight evens, like all down.
717400	718400	So what is it now?
718400	731520	Oh, I changed it to a rooster welcome to episode 28 of pretending to be people we've been waiting
731520	736880	two and a half months unwittingly to hear that incredible story.
736880	746300	I'm glad that it got sold though.
746300	747300	God damn.
747300	751660	We told you it was a sexy podcast.
751660	752660	You knew it.
752660	753660	You knew it when you see it.
753660	754660	He knows it.
754660	755660	Yeah.
755660	758020	He knew it cause he saw it.
758020	759900	So we left off with the ex.
759900	761380	My step mom didn't get it.
761380	765980	And then when it got explained to her, she said, all I can say is rude.
765980	766980	Wow.
766980	776800	And then having to get it explained to you though, you're like, that is very vulgar.
776800	777800	It's a wiener joke.
777800	778800	I think my mom would laugh.
778800	779800	Oh, well Mike.
779800	780800	Okay.
780800	785320	My aunt, my cool aunt, she was like, yeah, when I first started at a law firm, uh, this
785320	789420	is like in the late seventies or early eighties, she's like, they put me in the only other
789420	793080	woman together and her last name was Peters.
793580	796140	So their name tag said Cox and Peters.
796140	797140	Nice.
797140	798140	Incredible.
798140	799140	Holy shit.
799140	802020	They should have renamed the firm.
802020	803700	Did they make them partners immediately?
803700	805860	No, this was when they're a very junior.
805860	808380	It was just outside their like office store.
808380	812140	Can we have two characters named butts and craps?
812140	813760	Why?
813760	818020	Two funny words, you know?
818020	819080	Ask an answer.
819080	826100	We left last episode with Beck making an ex going to give it to you, Joe.
826100	834740	Seemingly, but then we realized we hadn't recorded nearly long enough.
834740	837380	We had to come back after we recorded the first time.
837380	840140	It's like, it's not going to do it.
840140	843580	No, we had had a big revelation from your side of the table.
843580	844580	Yeah.
844640	849880	For this episode, a new revelation for everyone.
849880	858400	Luke is actually going to be your handler for this episode and I am going to be playing
858400	859400	Julia Summers.
859400	860400	Stevie.
860400	862400	Joe, do you consent to that?
862400	864000	I don't know if I consent to that.
864000	865000	Please don't.
865000	866000	How prepped are you?
866000	867000	Yeah.
867000	868000	Don't consent.
868000	869000	Please don't.
869420	873780	Now, so you guys are in the Mercedes C class.
873780	881220	You're on a FaceTime with Julia Summers as he wraps up this story about his childhood
881220	891060	and then his future involvement, very vaguely, with a governmental entity of some sort that
891060	898740	exchanges money for jobs with Julia Summers.
898740	899740	An employer?
899740	900740	An employer.
900740	905240	Do you pay taxes?
905240	906240	It's the government.
906240	908240	They take it out already.
908240	911720	Julius, what kind of house do you pull up to?
911720	919640	We're out in one of the suburbs just outside the city and it is like every single house
919640	927640	looks the same, just four colors that change every time and it's like robin egg blue, like
927780	934780	the really light, creamy yellow pink, which it sucks if you got to get the pink one.
934780	935780	Why?
935780	936780	Yeah.
936780	937780	Why?
937780	938780	What kind of pink?
938780	939780	It's hot pink.
939780	940780	It's hot pink.
940780	941780	The others are a nice pastel.
941780	942780	That sounds rad.
942780	943780	Yeah.
943780	949960	And then the fourth one is all those colors stripes.
949960	951400	That's the prized one.
951400	954460	And you pull up in- The Harlequin house.
954460	956620	You pull up to a striped house.
956620	957620	Oh shit.
957620	958620	Nice.
958620	964100	And Julius shuts the FaceTime off and gets out of the car and he's like, sorry, it's
964100	967000	the one they had.
967000	972440	Two car garage, two story house, nothing special about it.
972440	973720	Except it's striped.
973720	977280	Except it's striped, which is yeah, special.
977280	979640	And yeah, you walk in and it's just like white carpet.
979640	984520	Hey Julius, can I bother you for a towel and maybe like some soapy water or something?
984520	988260	I got double sicked on.
988260	989260	Yeah.
989260	990260	Sorry.
990260	993220	Sorry for my role in that, Beck.
993220	994220	It's understandable.
994220	995220	I just want to rinse off.
995220	997660	You threw up on him too?
997660	998660	Damn dude.
998660	1003160	And there's like right next to the entrance is like a little half bathroom and he grabs
1003160	1005620	a towel and some soap.
1005620	1008220	I go in there and just kind of clean up a little.
1008220	1014140	Cal is looking at just the bloody footprints that Julius has left on the white carpet.
1014140	1017520	And when he comes back in, he's like, maybe you should clean up as well.
1017520	1023440	And I think I got some, I got some of my vomit on me too when I, when I found out you were
1023440	1027960	actually an ex file and that faced me as an inescapable truth.
1027960	1031480	My body revolted all over Beck.
1031480	1036120	If you want to clean up, I think there's another bathroom upstairs and you look around and
1036120	1042040	there's like furniture, but there's nothing on the walls that's like not decorated at
1042040	1043040	all.
1043040	1044040	It hardly looks lived in.
1044040	1046300	Do you have a change of clothes here, buddy?
1046300	1047300	Yeah, plenty.
1047300	1048660	Um, you try to fit.
1048660	1050580	Oh no, Cal's like, no, no, no.
1050580	1052940	I have several spare suits in my trunk.
1052940	1057060	I just, Julius, he's like, you meant me.
1057060	1058060	Okay.
1058060	1059380	Um, are you, are you good?
1059380	1060820	I'm going to go change.
1060820	1061820	I'm good.
1061820	1063140	You should definitely go clean up.
1063140	1069020	Julius runs upstairs to his closet filled with monochromatic suits and he puts on a blue
1069020	1071260	one and runs back downstairs.
1071260	1074580	What is Cal Colorado up to?
1074580	1081500	Cal is Ask Jeevesing, uh, X-Files.
1081500	1088320	Cal is Ask Jeevesing, X-Files.
1088320	1093520	If that was the one that won, would you say Ask Jeevesing or Asking Jeeves?
1093520	1094520	Ask Jeevesing.
1094520	1107840	That's what I thought too.
1107840	1108840	What does he see?
1108840	1109840	Ask Jeeves.
1109840	1117200	Um, he gets taken to an IMDB page, but, uh, instantly accepts the prompt to like download
1117200	1120560	the app and he's waiting on that to happen.
1120560	1121560	Okay.
1121560	1125040	So are you heading outside to grab an extra suit to change into?
1125040	1126040	I know.
1126040	1129320	I think he's just at the kitchen sink, like kind of brushing himself off.
1129320	1133420	He just thought he might have to give one to Julius and was preparing himself for that,
1133420	1134420	that reality.
1134420	1135420	And back.
1135420	1136420	What are you up to?
1136420	1139440	Uh, he has dampened a towel and is just wiping his clothes down.
1139440	1144860	So he's got wet spots all over his shorts and shirt, but it's a, it's as clean as it's
1144860	1146480	going to get without being laundered.
1146480	1147480	Okey dokey.
1147480	1155680	Uh, I'm going to need Joe and Luke to leave the room for a moment.
1155680	1156760	Don't go.
1156760	1158040	Don't leave me here with him.
1158040	1159040	Good luck.
